DOC,Titre,Chapitre,Section,Article,Contenu,Pages
Loi n° 17-95,TITRE XIII DE LA LIQUIDATION DES SOCIETES ANONYMES,Chapitre II : De La Responsabilité Civile,Section II : Des obligations convertibles en actions,Article 365 :,"Sauf consentement unanime des actionnaires, la cession de tout ou partie de l'actif de la société en liquidation à une personne ayant eu dans cette société la qualité d'administrateur, de membre de directoire ou de conseil de surveillance, de directeur général ou de commissaire aux comptes, ne peut avoir lieu qu'avec l'autorisation du tribunal, le liquidateur et le ou les commissaires aux comptes dûment entendus.",[123]
Loi n° 17-95,TITRE XIII DE LA LIQUIDATION DES SOCIETES ANONYMES,Chapitre II : De La Responsabilité Civile,Section II : Des obligations convertibles en actions,Article 366 :,"La cession de tout ou partie de l'actif de la société en liquidation au liquidateur ou à ses employés, à leurs conjoints, parents ou alliés jusqu'au 2e degré inclus est interdite même en cas de démission du liquidateur.",[123]
Loi n° 17-95,TITRE XIII DE LA LIQUIDATION DES SOCIETES ANONYMES,Chapitre II : De La Responsabilité Civile,Section II : Des obligations convertibles en actions,Article 367 :,"La cession globale de l'actif de la société ou l'apport de l'actif à une société, notamment par voie de fusion, est autorisée aux conditions de quorum et de majorité prévues pour les assemblées extraordinaires.",[123]
Loi n° 17-95,TITRE XIII DE LA LIQUIDATION DES SOCIETES ANONYMES,Chapitre II : De La Responsabilité Civile,Section II : Des obligations convertibles en actions,Article 368 :,"Les actionnaires sont convoqués en fin de liquidation pour statuer sur le compte définitif, sur le quitus de la gestion du liquidateur et la décharge de son mandat et pour constater la clôture de la liquidation. A défaut, tout actionnaire peut demander au président du tribunal, statuant en référé la désignation d'un mandataire chargé de procéder à la convocation.",[123]
Loi n° 17-95,TITRE XIII DE LA LIQUIDATION DES SOCIETES ANONYMES,Chapitre II : De La Responsabilité Civile,Section II : Des obligations convertibles en actions,Article 369 :,"Si l'assemblée de clôture prévue à l'article 368 ne peut délibérer ou si elle refuse d'approuver les comptes du liquidateur, il est statué par décision de justice, à la demande de celui-ci ou de tout intéressé. Dans ce cas, les liquidateurs déposent leurs comptes au greffe du tribunal où tout intéressé peut en prendre connaissance et en obtenir à ses frais copie. Le tribunal statue sur ces comptes et, le cas échéant, sur la clôture de la liquidation, aux lieu et place de l'assemblée des actionnaires.",[124]
Loi n° 17-95,TITRE XIII DE LA LIQUIDATION DES SOCIETES ANONYMES,Chapitre II : De La Responsabilité Civile,Section II : Des obligations convertibles en actions,Article 370 :,"L'avis de clôture de la liquidation, signé par le liquidateur, est publié, à la diligence de celui-ci dans le journal d'annonces légales ayant reçu la publicité prescrite par l'article 363 (alinéa 1er) et, si la société a fait publiquement appel à l'épargne, au Bulletin officiel. Il contient les indications suivantes : 1) la dénomination de la société suivie, le cas échéant, de son sigle ; 2) la forme de la société, suivie de la mention "" en liquidation "" ; 3) le montant du capital social ; 4) l'adresse du siège social ; 5) le numéro d'immatriculation de la société au registre du commerce ; 6) les prénom, nom et domicile des liquidateurs ; 7) la date et le lieu de réunion de l'assemblée de clôture, si les comptes des liquidateurs ont été approuvés par elle ou, à défaut, la date de la décision de justice prévue par l'article 369, ainsi que l'indication du tribunal qui l'a prononcée ; 8) le greffe du tribunal où sont déposés les comptes des liquidateurs. Sauf clause contraire des statuts, le partage des capitaux propres subsistant après remboursement du nominal des actions est effectué entre les actionnaires dans les mêmes proportions que leur participation au capital social.",[124]
Loi n° 17-95,TITRE XIII DE LA LIQUIDATION DES SOCIETES ANONYMES,Chapitre II : De La Responsabilité Civile,Section II : Des obligations convertibles en actions,Article 371 :,"Le liquidateur est responsable, à l'égard tant de la société que des tiers, des conséquences dommageables des fautes par lui commises dans l'exercice de ses fonctions. L'action en responsabilité contre les liquidateurs se prescrit dans les conditions prévues à l'article 355.","[124, 125]"
Loi n° 17-95,TITRE XIII DE LA LIQUIDATION DES SOCIETES ANONYMES,Chapitre II : De La Responsabilité Civile,Section II : Des obligations convertibles en actions,Article 372 :,"Toutes actions contre les actionnaires non liquidateurs ou leurs conjoints survivants, héritiers ou ayants cause, se prescrivent par cinq ans à compter de l'inscription de la dissolution de la société au registre du commerce. DES SANCTIONS PENALES","[125, 126]"
Loi n° 17-95,TITRE XIV DES SANCTIONS PENALES,Chapitre Premier : Dispositions Générales,Section II : Des obligations convertibles en actions,Article 373 :(Modifié par l'article 1er de la loi n° 20-05 promulguée par le dahir n° 1-08-18 du 23 mai 2008 - 17 joumada I 1429 ; B.O. n° 5640 du 19 juin 2008).,"Au sens du présent titre, l'expression "" membres des organes d'administration, de direction ou de gestion désigne : - dans les sociétés anonymes à conseil d'administration, les membres du conseil d'administration y compris, le président et les directeurs généraux extérieurs au conseil et les directeurs généraux délégués ; - dans les sociétés anonymes à directoire et à conseil de surveillance, les membres de ces organes selon leurs attributions respectives.",[126]
Loi n° 17-95,TITRE XIV DES SANCTIONS PENALES,Chapitre Premier : Dispositions Générales,Section II : Des obligations convertibles en actions,Article 374 :,"Les dispositions du présent titre visant les membres des organes d'administration, de direction ou de gestion seront applicables à toute personne qui, directement ou par personne interposée, aura, en fait, exercé la direction, l'administration ou la gestion de sociétés anonymes sous le couvert ou aux lieu et place de leurs représentants légaux.",[126]
Loi n° 17-95,TITRE XIV DES SANCTIONS PENALES,Chapitre Premier : Dispositions Générales,Section II : Des obligations convertibles en actions,Article 375 :(Modifié par l'article 1er de la loi n° 20-05 promulguée par le dahir n° 1-08-18 du 23 mai 2008 - 17 joumada I 1429 ; B.O. n° 5640 du 19 juin 2008).,"Les sanctions prévues au présent titre sont portées au double en cas de récidive. Par dérogation aux dispositions des articles 156 et 157 du code pénal, est en état de récidive au sens de la présente loi, quiconque ayant fait précédemment l'objet d'une condamnation par jugement ayant acquis la force de la chose jugée à une peine ou à une amende, commet le même délit moins de 5 ans après l'expiration de cette peine ou de sa prescription.",[126]
Loi n° 17-95,TITRE XIV DES SANCTIONS PENALES,Chapitre Premier : Dispositions Générales,Section II : Des obligations convertibles en actions,Article 376 :(Abrogé par l'article 4 de la loi n° 20-05 promulguée par le dahir n° 1-08- 18 du 23 mai 2008 - 17 joumada I 1429 ; B.O. n° 5640 du 19 juin 2008).,,[126]
Loi n° 17-95,TITRE XIV DES SANCTIONS PENALES,Chapitre Premier : Dispositions Générales,Section II : Des obligations convertibles en actions,Article 377 :,"Par dérogation aux dispositions des articles 55, 149 et 150 du Code pénal, les amendes prévues par la présente loi ne peuvent être réduites au-dessous du minimum légal et le sursis ne peut être ordonné que pour les peines d'emprisonnement.",[126]
Loi n° 17-95,TITRE XIV DES SANCTIONS PENALES,Chapitre II : Des Infractions Relatives A La Constitution,Section II : Des obligations convertibles en actions,Article 378 :(Complété par l'article 1er de la loi n° 20-05 promulguée par le dahir n° 1-08-18 du 23 mai 2008 - 17 joumada I 1429 ; B.O. n° 5640 du 19 juin 2008).,"Seront punis d'une amende de 4.000 à 20.000 dirhams, les fondateurs, les premiers membres des organes d'administration, de direction ou de gestion d'une société anonyme qui auront émis des actions, soit avant l'immatriculation de ladite société au registre du commerce, soit à une époque quelconque, si l'immatriculation a été obtenue par fraude, soit encore sans que les formalités de constitution de ladite société aient été régulièrement accomplies. L'amende prévue à l'alinéa précédent est portée au double si les actions ont été émises sans que les actions du numéraire aient été libérées à la souscription d'un quart au moins ou sans que les actions d'apport aient été intégralement libérées antérieurement à l'immatriculation de la société au registre du commerce. Seront punies de l'amende prévue à l'alinéa précédent, les mêmes personnes qui n'auront pas maintenu les actions de numéraire en la forme nominative jusqu'à leur entière libération. Un emprisonnement de un à six mois pourra, en outre, être prononcé, lorsqu'il s'agira de société anonyme faisant publiquement appel à l'épargne.",[127]
Loi n° 17-95,TITRE XIV DES SANCTIONS PENALES,Chapitre II : Des Infractions Relatives A La Constitution,Section II : Des obligations convertibles en actions,Article 379 :,"Seront punis d'un emprisonnement de un à six mois et d'une amende de 8000 à 40 000 dirhams ou de l'une de ces deux peines seulement : 1) ceux qui, sciemment, pour l'établissement du certificat du dépositaire constatant les souscriptions et les versements auront affirmé sincères et véritables des souscriptions qu'ils savaient fictives ou auront déclaré que les fonds qui n'ont pas été mis définitivement à la disposition de la société ont été effectivement versés, ou auront remis au dépositaire une liste des actionnaires mentionnant des souscriptions fictives ou le versement de fonds qui n'ont pas été mis définitivement à la disposition de la société ; 2) ceux qui, sciemment, par simulation de souscriptions ou de versements, ou par publication de souscriptions ou de versements qui n'existent pas ou de tous autres faits faux, auront obtenu ou tenté d'obtenir des souscriptions ou des versements ; 3) ceux qui, sciemment, pour provoquer des souscriptions ou des versements, auront publié les noms de personnes, désignées contrairement à la vérité comme étant ou devant être attachées à la société à un titre quelconque ; 4) ceux qui, frauduleusement, auront fait attribuer à un apport en nature une évaluation supérieure à sa valeur réelle.","[127, 128]"
